Event	ID	Name			Wwise Object Path	Notes
	977091781	Play_sfx_djmm_move_descend			\Default Work Unit\Character\DJMM\Play_sfx_djmm_move_descend	
	998158585	Play_fly_lmm_jump_vent			\Default Work Unit\Character\LittleMusicMan\Play_fly_lmm_jump_vent	
	1007182403	Play_SFX_Footsteps_SunMan_cine_ballpit			\Default Work Unit\Character\SunMoonMan\Play_SFX_Footsteps_SunMan_cine_ballpit	
	1009687838	Stop_sfx_monty_servo_short			\Default Work Unit\Character\Monty\Stop_sfx_monty_servo_short	
	1079356247	Play_sfx_endo_wake			\Default Work Unit\Character\Endo\Play_sfx_endo_wake	
	1104414770	Play_fly_monty_footstep_cinematic			\Default Work Unit\Character\Monty\Play_fly_monty_footstep_cinematic	
	1183965187	Stop_sfx_general_roomItems_destruction			\Default Work Unit\Character\Monty\Stop_sfx_general_roomItems_destruction	
	1210119963	Play_sfx_moonman_sting_hourly			\Default Work Unit\Character\SunMoonMan\Play_sfx_moonman_sting_hourly	
	1216549123	Play_fly_monty_land_bossFight			\Default Work Unit\Character\Monty\Play_fly_monty_land_bossFight	
	1230519494	Play_sfx_lmm_servo			\Default Work Unit\Character\LittleMusicMan\Play_sfx_lmm_servo	
	1287682790	Play_fly_bot_leap_prep			\Default Work Unit\Character\Animatronic_Shared\Play_fly_bot_leap_prep	
	1292334130	Play_fly_djmm_teeth_chomp_transient			\Default Work Unit\Character\DJMM\Play_fly_djmm_teeth_chomp_transient	
	1300396572	Play_fly_gregory_vent_bump			\Default Work Unit\Character\Gregory\Play_fly_gregory_vent_bump	
	1317906165	Play_sfx_sunman_mech_mvmt_large			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_mech_mvmt_large	
	1325551101	Play_sfx_moonman_mech_head_spin			\Default Work Unit\Character\SunMoonMan\Play_sfx_moonman_mech_head_spin	
	1326562830	Play_Vanny_Encounter_Bass_LO			\Default Work Unit\Character\Play_Vanny_Encounter_Bass_LO	
	1344334191	Play_SFX_Footsteps_SunMan_cine_soft			\Default Work Unit\Character\SunMoonMan\Play_SFX_Footsteps_SunMan_cine_soft	
	1387836601	Play_fly_monty_land			\Default Work Unit\Character\Monty\Play_fly_monty_land	
	1449013641	Stop_sfx_djmm_servo_frontLegs			\Default Work Unit\Stop_sfx_djmm_servo_frontLegs	
	1457537807	Play_sfx_chica_garbage_rummage			\Default Work Unit\Character\Chica\Play_sfx_chica_garbage_rummage	
	1458051694	Play_sfx_monty_shattered_servo			\Default Work Unit\Character\Monty\Play_sfx_monty_shattered_servo	
	1458884565	Stop_sfx_roxy_servo_short			\Default Work Unit\Character\Roxy\Stop_sfx_roxy_servo_short	
	1535118022	Play_fly_gregory_vent_slide_lp			\Default Work Unit\Character\Gregory\Play_fly_gregory_vent_slide_lp	
	1539423508	Play_fly_monty_leap			\Default Work Unit\Character\Monty\Play_fly_monty_leap	
	1554380977	Play_SFX_Footstep_Gregory_2D			\Default Work Unit\Character\Play_SFX_Footstep_Gregory_2D	
	1585086095	Stop_automation_vanessa_footsteps_intro_passby			\Default Work Unit\Hours\Hour1\Stop_automation_vanessa_footsteps_intro_passby	
	1606635040	Play_fly_lmm_land_vent			\Default Work Unit\Character\LittleMusicMan\Play_fly_lmm_land_vent	
	1727446507	Play_sfx_monty_servo			\Default Work Unit\Character\Monty\Play_sfx_monty_servo	
	1738203692	Play_sfx_sunman_transformation_sequence_end_glitchNoise			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_transformation_sequence_end_glitchNoise	
	1765077619	Play_sfx_chica_garbage_eat			\Default Work Unit\Character\Chica\Play_sfx_chica_garbage_eat	
	1850115807	Play_sfx_chica_creepy_breaths			\Default Work Unit\Character\Chica\Play_sfx_chica_creepy_breaths	
	1873762464	Play_RoxyServos			\Default Work Unit\Character\Play_RoxyServos	
	1966981604	Play_fly_monty_shattered_scrape_lp			\Default Work Unit\Character\Monty\Play_fly_monty_shattered_scrape_lp	
	1973448488	Play_sfx_sunman_bodyfall			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_bodyfall	
	1999601080	Play_sfx_roxy_servo			\Default Work Unit\Character\Roxy\Play_sfx_roxy_servo	
	2014937952	Stop_sfx_chica_servo			\Default Work Unit\Character\Chica\Stop_sfx_chica_servo	
	2035846652	Stop_sfx_monty_shattered_servo			\Default Work Unit\Character\Monty\Stop_sfx_monty_shattered_servo	
	2086698731	Play_sfx_staffBot_security_alert			\Default Work Unit\Character\Staffbot\Play_sfx_staffBot_security_alert	
	2120386418	Play_sfx_cine_endoApproach			\Default Work Unit\Hours\Hour5\Play_sfx_cine_endoApproach	
	2147828114	Play_fly_monty_leap_bossFight			\Default Work Unit\Character\Monty\Play_fly_monty_leap_bossFight	
	2159921846	Play_SFX_Articulation_Bots_Head_Stop			\Default Work Unit\Character\Play_SFX_Articulation_Bots_Head_Stop	
	2172940463	Play_SFX_ChicaJam_GuitarSolo_StartLoop			\Default Work Unit\Character\Chica\Play_SFX_ChicaJam_GuitarSolo_StartLoop	
	2200470125	Stop_sfx_chica_servo_shattered			\Default Work Unit\Character\Chica\Stop_sfx_chica_servo_shattered	
	2217685632	Play_SFX_Footsteps_Gregory_2D_Land			\Default Work Unit\Character\Play_SFX_Footsteps_Gregory_2D_Land	
	2219532894	Play_SFX_Freddy_ChestOpen			\Default Work Unit\Character\Play_SFX_Freddy_ChestOpen	
	2243731901	Stop_sfx_chica_creepy_breaths			\Default Work Unit\Character\Chica\Stop_sfx_chica_creepy_breaths	
	2249763604	Play_sfx_monty_servo_short			\Default Work Unit\Character\Monty\Play_sfx_monty_servo_short	
	2293725337	Play_sfx_gregory_getUp			\Default Work Unit\Character\Gregory\Play_sfx_gregory_getUp	
	2337675936	Play_SFX_Articulation_Bots_Head_StartLoop			\Default Work Unit\Character\Play_SFX_Articulation_Bots_Head_StartLoop	
	2350977296	Play_RoxyJawClack			\Default Work Unit\Character\Play_RoxyJawClack	
	2369325250	Play_fly_lmm_teeth_chomp_scrape			\Default Work Unit\Character\LittleMusicMan\Play_fly_lmm_teeth_chomp_scrape	
	2407119524	Play_fly_roxy_land			\Default Work Unit\Character\Roxy\Play_fly_roxy_land	
	2420107312	Stop_sfx_cine_endoApproach			\Default Work Unit\Hours\Hour5\Stop_sfx_cine_endoApproach	
	2439053868	Play_sfx_chica_servo_head_grind			\Default Work Unit\Character\Chica\Play_sfx_chica_servo_head_grind	
	2448198743	Play_fly_endo_handTouch			\Default Work Unit\Character\Endo\Play_fly_endo_handTouch	
	2451180529	Play_Vanny_MusicBox			\Default Work Unit\Character\Vanny\Play_Vanny_MusicBox	
	2463736418	Play_fly_vanny_scuff			\Default Work Unit\Character\Vanny\Play_fly_vanny_scuff	
	2485772429	Play_sfx_chica_servo_short			\Default Work Unit\Character\Chica\Play_sfx_chica_servo_short	
	2606262841	Play_sfx_roxy_shattered_servo			\Default Work Unit\Character\Roxy\Play_sfx_roxy_shattered_servo	
	2622238197	Play_sfx_staffbot_grab_jumpscare			\Default Work Unit\Character\Staffbot\Play_sfx_staffbot_grab_jumpscare	
	2718548790	Play_sfx_freddy_alert_lowPower_lp			\Default Work Unit\Character\Freddy\Play_sfx_freddy_alert_lowPower_lp	
	2718826067	Play_sfx_djmm_servo_frontLegs			\Default Work Unit\Character\DJMM\Play_sfx_djmm_servo_frontLegs	
	2850195683	Play_SFX_Footsteps_Gregory_2D_Jump			\Default Work Unit\Character\Play_SFX_Footsteps_Gregory_2D_Jump	
	2856991985	Play_fly_gregory_freddy_enter			\Default Work Unit\Character\Gregory\Play_fly_gregory_freddy_enter	
	2876295230	Play_fly_lmm_cymbal_smash			\Default Work Unit\Character\LittleMusicMan\Play_fly_lmm_cymbal_smash	
	2896332046	Play_sfx_endo_mode_hunt			\Default Work Unit\Character\Endo\Play_sfx_endo_mode_hunt	
	2902743655	Play_sfx_roxy_servo_short			\Default Work Unit\Character\Roxy\Play_sfx_roxy_servo_short	
	2903926791	Play_sfx_endo_mode_patrol			\Default Work Unit\Character\Endo\Play_sfx_endo_mode_patrol	
	2920916069	Play_sfx_chica_sting_bathroom_reveal			\Default Work Unit\Hours\Hour1\Play_sfx_chica_sting_bathroom_reveal	
	2943480745	Play_sfx_sunman_transformation_glitchNoise_intro			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_transformation_glitchNoise_intro	
	3062035185	Play_fly_roxy_leap			\Default Work Unit\Character\Roxy\Play_fly_roxy_leap	
	3067774647	Play_sfx_chica_servo_head_twitch			\Default Work Unit\Character\Chica\Play_sfx_chica_servo_head_twitch	
	3068934290	Play_fly_endo_walk			\Default Work Unit\Character\Endo\Play_fly_endo_walk	
	3086854950	Play_sfx_sunman_transformation_sequence_end_handsTouch_jumpUp			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_transformation_sequence_end_handsTouch_jumpUp	
	3133125485	Play_fly_gregory_freddy_exit			\Default Work Unit\Character\Gregory\Play_fly_gregory_freddy_exit	
	3144444119	Play_Vanny_Encounter_Ringing			\Default Work Unit\Character\Play_Vanny_Encounter_Ringing	
	3149335175	Play_sfx_chica_servo_shattered			\Default Work Unit\Character\Chica\Play_sfx_chica_servo_shattered	
	3152046408	Play_Gregory_Hiding_Locker_IN			\Default Work Unit\General\HidingSpots\Play_Gregory_Hiding_Locker_IN	
	3176535520	Play_fly_djmm_teeth_chomp_scrape			\Default Work Unit\Character\DJMM\Play_fly_djmm_teeth_chomp_scrape	
	3179007512	Play_Vanny_Encounter_Percussion			\Default Work Unit\Character\Play_Vanny_Encounter_Percussion	
	3209432061	Play_sfx_general_roomItems_destruction			\Default Work Unit\Character\Monty\Play_sfx_general_roomItems_destruction	
	3315437314	Play_sfx_freddy_servo			\Default Work Unit\Character\Freddy\Play_sfx_freddy_servo	
	3390440259	Stop_sfx_roxy_shattered_servo			\Default Work Unit\Character\Roxy\Stop_sfx_roxy_shattered_servo	
	3399680879	Play_sfx_sunman_transformation_sequence_end_powerUp			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_transformation_sequence_end_powerUp	
	3438845559	Play_sfx_sunman_mech_lp			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_mech_lp	
	3495540974	Play_fly_lmm_walk			\Default Work Unit\Character\LittleMusicMan\Play_fly_lmm_walk	
	3625451270	Play_Vanny_Encounter_Bass			\Default Work Unit\Character\Play_Vanny_Encounter_Bass	
	3665795601	Play_SFX_Locomotion_Bots_Stop			\Default Work Unit\Character\Play_SFX_Locomotion_Bots_Stop	
	3668959700	Play_fly_djmm_idle_creaks_groans			\Default Work Unit\Play_fly_djmm_idle_creaks_groans	
	3673658600	Play_sfx_moonman_mech_lp			\Default Work Unit\Character\SunMoonMan\Play_sfx_moonman_mech_lp	
	3699044964	Stop_fly_gregory_vent_slide_lp			\Default Work Unit\Character\Gregory\Stop_fly_gregory_vent_slide_lp	
	3739143061	Play_sfx_sunman_transformation_sequence_start			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_transformation_sequence_start	
	3747537546	Play_fly_gregory_bodyGrab			\Default Work Unit\Character\Gregory\Play_fly_gregory_bodyGrab	
	3814503102	Play_sfx_freddy_servo_small			\Default Work Unit\Character\Freddy\Play_sfx_freddy_servo_small	
	3824626583	Stop_Vanny_MusicBox			\Default Work Unit\Character\Vanny\Stop_Vanny_MusicBox	
	3826810434	Stop_sfx_moonman_mech_lp			\Default Work Unit\Character\SunMoonMan\Stop_sfx_moonman_mech_lp	
	3854135420	Stop_sfx_freddy_alert_lowPower_lp			\Default Work Unit\Character\Freddy\Stop_sfx_freddy_alert_lowPower_lp	
	3857244613	Play_vanessa_footsteps_hour1_firstaid_approach			\Default Work Unit\Hours\Hour1\Play_vanessa_footsteps_hour1_firstaid_approach	
	3863073114	Play_SFX_Freddy_ChestClose			\Default Work Unit\Character\Play_SFX_Freddy_ChestClose	
	3883127795	Stop_vanessa_footsteps_hour1_firstaid_approach			\Default Work Unit\Hours\Hour1\Stop_vanessa_footsteps_hour1_firstaid_approach	
	3891767618	Play_sfx_sunman_sting_appear			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_sting_appear	
	3927585705	Play_fly_chica_footstep_cinematic			\Default Work Unit\Character\Chica\Play_fly_chica_footstep_cinematic	
	3940606251	Play_fly_roxy_footstep_cinematic			\Default Work Unit\Character\Roxy\Play_fly_roxy_footstep_cinematic	
	4001039820	Play_SFX_Freddy_ChestEnter			\Default Work Unit\Character\Play_SFX_Freddy_ChestEnter	
	4004521904	Play_sfx_montyClaws_swing			\Default Work Unit\Character\Freddy\Play_sfx_montyClaws_swing	
	4017683206	Play_sfx_moonman_mech_mvmt_small			\Default Work Unit\Character\SunMoonMan\Play_sfx_moonman_mech_mvmt_small	
	4019620776	Play_vanessa_footsteps_hour1_intro			\Default Work Unit\Character\Vanessa\Play_vanessa_footsteps_hour1_intro	
	4235929630	Play_sfx_djmm_arcadeCabinet_pickup			\Default Work Unit\Character\DJMM\Play_sfx_djmm_arcadeCabinet_pickup	
	4256067589	Play_sfx_sunman_mech_head_spin_fast			\Default Work Unit\Character\SunMoonMan\Play_sfx_sunman_mech_head_spin_fast	
	4262171367	Play_Vanny_Chase_Layer2			\Default Work Unit\Character\Play_Vanny_Chase_Layer2	

Switch Group	ID	Name			Wwise Object Path	Notes
	392845460	LOCO_SPEED_ANIMATRONIC			\character\LOCO_SPEED_ANIMATRONIC	
	684570577	FOOTSTEP_MATERIAL			\Default Work Unit\FOOTSTEP_MATERIAL	
	954419908	LOCO_SPEED_GREGORY			\character\LOCO_SPEED_GREGORY	
	1493163901	CHARACTER_ANIMATRONICS			\character\CHARACTER_ANIMATRONICS	
	2164415147	CHARACTER_BOTS			\character\CHARACTER_BOTS	
	2840492619	footstep_debris_add			\Default Work Unit\footstep_debris_add	
	3436536763	gregory_outside_freddy			\character\gregory_outside_freddy	

Switch	ID	Name	Switch Group			Notes
	712161704	Run	LOCO_SPEED_ANIMATRONIC			
	2108779966	Walk	LOCO_SPEED_ANIMATRONIC			
	161700658	HardPlastic	FOOTSTEP_MATERIAL			
	437659151	Rubber	FOOTSTEP_MATERIAL			
	712897245	Mud	FOOTSTEP_MATERIAL			
	841620460	Concrete	FOOTSTEP_MATERIAL			
	1229756253	Cardboard	FOOTSTEP_MATERIAL			
	2058049674	Wood	FOOTSTEP_MATERIAL			
	2195636714	Dirt	FOOTSTEP_MATERIAL			
	2412606308	Carpet	FOOTSTEP_MATERIAL			
	2449969375	Glass	FOOTSTEP_MATERIAL			
	2473969246	Metal	FOOTSTEP_MATERIAL			
	2637588553	Tile	FOOTSTEP_MATERIAL			
	2654748154	Water	FOOTSTEP_MATERIAL			
	3252371007	Vinyl	FOOTSTEP_MATERIAL			
	3321711160	Vent	FOOTSTEP_MATERIAL			
	3564165474	DebrisMud	FOOTSTEP_MATERIAL			
	3611966441	DebrisMetal	FOOTSTEP_MATERIAL			
	3917875680	Wood_Creaky	FOOTSTEP_MATERIAL			
	4067911033	BallPit	FOOTSTEP_MATERIAL			
	340271938	Walking	LOCO_SPEED_GREGORY			
	2645667656	SneakRunning	LOCO_SPEED_GREGORY			
	3418139957	Sneaking	LOCO_SPEED_GREGORY			
	3863236874	Running	LOCO_SPEED_GREGORY			
	662570820	Vanessa	CHARACTER_ANIMATRONICS			
	773903052	Roxy_Shattered	CHARACTER_ANIMATRONICS			
	1038682083	Vanny	CHARACTER_ANIMATRONICS			
	1044082936	Monty	CHARACTER_ANIMATRONICS			
	1074349838	MoonMan	CHARACTER_ANIMATRONICS			
	1728735402	Endos	CHARACTER_ANIMATRONICS			
	1927564260	DJMusicMan	CHARACTER_ANIMATRONICS			
	2111748517	Monty_Shattered	CHARACTER_ANIMATRONICS			
	2228251977	Roxy	CHARACTER_ANIMATRONICS			
	2469900019	SunMan	CHARACTER_ANIMATRONICS			
	3084336115	Freddy	CHARACTER_ANIMATRONICS			
	4018601872	Chica_Shattered	CHARACTER_ANIMATRONICS			
	4176957325	Chica	CHARACTER_ANIMATRONICS			
	195086199	StaffBotDefault	CHARACTER_BOTS			
	227722072	StaffBotFazerblast	CHARACTER_BOTS			
	365437458	StaffbotPizza	CHARACTER_BOTS			
	1288064730	StaffBotMap	CHARACTER_BOTS			
	1343724914	StaffBotWorker	CHARACTER_BOTS			
	1763638768	StaffBotSales	CHARACTER_BOTS			
	1925049876	StaffBotComedian	CHARACTER_BOTS			
	1988493657	StaffbotTheatre	CHARACTER_BOTS			
	3149751390	StaffBotCleaner	CHARACTER_BOTS			
	3739186554	StaffBotSecurity	CHARACTER_BOTS			
	3802766993	StaffBotServer	CHARACTER_BOTS			
	4211798895	MiniBot	CHARACTER_BOTS			
	2452206122	false	footstep_debris_add			
	3053630529	true	footstep_debris_add			
	438105790	outside	gregory_outside_freddy			
	3553349781	inside	gregory_outside_freddy			

State Group	ID	Name			Wwise Object Path	Notes
	18731126	inside_freddy			\Default Work Unit\inside_freddy	
	378812136	hour4_showtime			\story_moments\hour4_showtime	
	877642339	cinematics			\story_moments\cinematics	
	2095737386	office_game			\story_moments\office_game	
	2631748423	hour3_chicaBathroomIntro			\story_moments\hour3_chicaBathroomIntro	
	3336199605	paused_state			\Default Work Unit\paused_state	
	3342860265	hour1_corridorChase			\story_moments\hour1_corridorChase	
	3538823496	hiding			\Default Work Unit\hiding	
	3870388151	hour1_postCorridorChaseOffice			\story_moments\hour1_postCorridorChaseOffice	
	3875263435	ambience_state			\Default Work Unit\ambience_state	
	3975506073	hour4_stageThemeIntro			\story_moments\hour4_stageThemeIntro	

State	ID	Name	State Group			Notes
	438105790	outside	inside_freddy			
	748895195	None	inside_freddy			
	3553349781	inside	inside_freddy			
	58138747	active	hour4_showtime			
	748895195	None	hour4_showtime			
	179926554	hour2_sunmanCarryPlayer	cinematics			
	226153362	chicaBossBattleIntro	cinematics			
	440612544	ending_gregoryInAlley	cinematics			
	710521474	dumpBallsMonty	cinematics			
	748895195	None	cinematics			
	790502354	stageLift	cinematics			
	1029351162	hour1_getOutOfFreddy	cinematics			
	1177990589	ending_burntrap	cinematics			
	1430576587	hour1_vanessaWalksBy	cinematics			
	1458317405	montyBossBattleIntro	cinematics			
	2178279524	overtime_endGame	cinematics			
	2339442211	hour1_walkToFirstAid	cinematics			
	2424749623	hour3_littleMusicManVent	cinematics			
	2434794556	ending_vip	cinematics			
	2513513052	hour3_chicaKitchen_Static	cinematics			
	2517651529	hour1_firstAidDialogue	cinematics			
	2525860868	hour1_afterIntroVideo	cinematics			
	2571510049	ending_vannyDestroy	cinematics			
	2631564358	roxyBossBattleIntro	cinematics			
	2632086901	ending_vannyRedeem	cinematics			
	2646572446	hour2_sunmanIntro	cinematics			
	2756657571	hour4_lostAndFound	cinematics			
	2939560893	hour5_endoIntro	cinematics			
	2968865688	hour2_slideNoEntry	cinematics			
	2975652148	ending_loadingDock	cinematics			
	2975896672	hour1_introVideo	cinematics			
	3200292227	dumpBallsMonty_sloMo	cinematics			
	3422007485	hour4_transitionToLostAndFound	cinematics			
	3516848363	hour2_kickedOutOfDaycare	cinematics			
	3707806325	overtime_vannyIntro	cinematics			
	3724300962	hour1_startInFreddy	cinematics			
	3730917311	hour3_chicaKitchen	cinematics			
	3878647458	hour3_elevatorTrap	cinematics			
	4006066345	hour2_transitionToMoonMan	cinematics			
	4083394624	burntrapBossBattleIntro	cinematics			
	4098128287	roxyBossBattleIntro_sloMo	cinematics			
	4222242326	hour4_mmattack	cinematics			
	4286150249	hour2_slideEnter	cinematics			
	135588769	prizeCounter	office_game			
	479909808	roxyBossBattle	office_game			
	748895195	None	office_game			
	1517441814	vannyBossBattle	office_game			
	1543687740	underground	office_game			
	1586158131	kitchen	office_game			
	2470573081	montyBossBattle	office_game			
	2852108392	westArcade	office_game			
	3341690334	daycare	office_game			
	3505015852	chicaBossBattle	office_game			
	3538421602	backstage	office_game			
	3991556185	fazerblast	office_game			
	58138747	active	hour3_chicaBathroomIntro			
	748895195	None	hour3_chicaBathroomIntro			
	319258907	paused	paused_state			
	748895195	None	paused_state			
	1365518790	unpaused	paused_state			
	58138747	active	hour1_corridorChase			
	748895195	None	hour1_corridorChase			
	748895195	None	hiding			
	4230341173	hiding_active	hiding			
	58138747	active	hour1_postCorridorChaseOffice			
	748895195	None	hour1_postCorridorChaseOffice			
	748895195	None	ambience_state			
	3346875887	pas_dome	ambience_state			
	3554243619	montyboss	ambience_state			
	3733799887	gatorgolf_backroom	ambience_state			
	58138747	active	hour4_stageThemeIntro			
	748895195	None	hour4_stageThemeIntro			

Custom State	ID	Name	State Group	Owner		Notes
	13083674	chicaBossBattleIntro	cinematics	\Actor-Mixer Hierarchy\Movement\Footsteps_Animatronic\SFX_Footsteps_Animatronic_character\fly_chica_blend		
	39089278	montyboss	ambience_state	\Actor-Mixer Hierarchy\Movement\LocomotionBots		
	137676004	hour1_afterIntroVideo	cinematics	\Actor-Mixer Hierarchy\Characters\CharacterSFX_3D\Freddy\chest_compartment		
	173615709	active	hour4_showtime	\Actor-Mixer Hierarchy\Movement\Footsteps_Animatronic		
	224937081	hour1_startInFreddy	cinematics	\Actor-Mixer Hierarchy\Movement\Gregory		
	252799134	hiding_active	hiding	\Actor-Mixer Hierarchy\Movement\Footsteps_Animatronic		
	290047691	chicaBossBattleIntro	cinematics	\Actor-Mixer Hierarchy\Characters\CharacterSFX_3D\Chica\sfx_chica_servo_head_grind		
	316845737	hour2_sunmanIntro	cinematics	\Actor-Mixer Hierarchy\Characters\CharacterSFX_3D\SunMoonMan\SunMan		
	322372292	active	hour1_postCorridorChaseOffice	\Actor-Mixer Hierarchy\Movement\ArticulationsBots\Chica		
	341971736	burntrapBossBattleIntro	cinematics	\Actor-Mixer Hierarchy\Movement\Gregory		
	344559487	active	hour1_postCorridorChaseOffice	\Actor-Mixer Hierarchy\Characters\CharacterSFX_3D\Chica		
	348165993	hour3_chicaKitchen	cinematics	\Actor-Mixer Hierarchy\Characters\CharacterSFX_3D\Chica\sfx_chica_garbage_rummage		
	387097810	hour1_getOutOfFreddy	cinematics	\Actor-Mixer Hierarchy\Movement\LocomotionBots		
	388663770	hour2_transitionToMoonMan	cinematics	\Actor-Mixer Hierarchy\Characters\CharacterSFX_3D\SunMoonMan		
	415276097	montyBossBattleIntro	cinematics	\Actor-Mixer Hierarchy\Movement\Footsteps_Animatronic\SFX_Footsteps_Animatronic_character\fly_monty_blend		
	417535955	inside	inside_freddy	\Actor-Mixer Hierarchy\Movement\Gregory\Footsteps_Gregory_2D\Land_Perspective\Freddy_Land\fly_freddy_blend		
	418643625	hour1_startInFreddy	cinematics	\Actor-Mixer Hierarchy\Movement\LocomotionBots		
	432807524	hour1_afterIntroVideo	cinematics	\Actor-Mixer Hierarchy\Movement\LocomotionBots		
	461864990	hiding_active	hiding	\Actor-Mixer Hierarchy\Movement\ArticulationsBots		
	475409938	chicaBossBattleIntro	cinematics	\Actor-Mixer Hierarchy\Movement\ArticulationsBots\Chica		
	476348155	hour2_kickedOutOfDaycare	cinematics	\Actor-Mixer Hierarchy\Characters\CharacterSFX_2D\SunMoonMan\MoonMan\sfx_moonman_sting_hourly		
	525105309	hour2_sunmanCarryPlayer	cinematics	\Actor-Mixer Hierarchy\Movement\Footsteps_Animatronic		
	532078475	active	hour4_stageThemeIntro	\Actor-Mixer Hierarchy\Characters\CharacterSFX_2D\VannySFX\encounter		
